team_dept_idx,team,dept_bin,date,t,split_code,actual_y,y_pred,pred_sd_raw,innovation,innovation_std,state_level_prior,static_offset,baseline_group_mean,baseline_last_value,baseline_static_ridge,q,r,y_pred_dlm,y_lo80,y_hi80,y_lo95,y_hi95,p_low_raw,low_actual,p_low,alarm
0,1,0,2015-01-01,0,0,0.8865,0.8315656634899318,0.1964464518262736,0.05493433651006818,0.27964025819437593,0.8403004424762881,-0.00873477898635631,0.8636745005555555,0.8636745005555555,0.8315656634899318,0.009276416992831894,0.009314791442300538,0.8315656634899318,0.5822595498340358,1.0808717771458278,0.40663903757283304,1.2564922894070305,0.3389957061867134,0,0.2866249375628957,0
0,1,0,2015-01-03,1,0,0.902916667,0.8882759394329782,0.16018015193188215,5.455074493987411e-05,0.0003405587039464929,0.8819752333965218,0.020886882858538285,0.8636745005555555,0.8865,0.8611873253348263,0.009276416992831894,0.009314791442300538,0.9028621162550601,0.6849946340609483,1.0915572448050082,0.541795711021952,1.2347561678440044,0.19399928789361726,0,0.1704098098859483,0
0,1,0,2015-01-04,2,0,0.915229167,0.887353481251161,0.15660251666045324,0.01327734762190469,0.08478374361436818,0.8820099799818149,0.019941839396280525,0.8636745005555555,0.902916667,0.8602422818725686,0.009276416992831894,0.009314791442300538,0.9019518193780953,0.6886124785280532,1.0860944839742688,0.5486119137857379,1.226095048716584,0.19022064680250012,0,0.16737888396052272,0
0,1,0,2015-01-05,3,0,0.961059028,0.8938412980405467,0.15610276568167833,0.049737362114415484,0.31861935243247985,0.8902443506049676,0.02107731528061689,0.8636745005555555,0.915229167,0.861377757756905,0.009276416992831894,0.009314791442300538,0.9113216658855845,0.695734518909445,1.0919480771716483,0.5561807248880033,1.23150187119309,0.17840709087659867,0,0.15788787493732648,0
0,1,0,2015-01-06,4,0,0.936496212,0.9158931069061592,0.15603007529024399,-0.00763103403066856,-0.04890745592779767,0.9209694114034576,0.023157834627211014,0.8636745005555555,0.961059028,0.8634582771034991,0.009276416992831894,0.009314791442300538,0.9441272460306686,0.7178785776417268,1.1139076361705915,0.5783897678623596,1.2533964459499587,0.14384282585714714,0,0.1299315389012885,0
0,1,0,2015-01-07,5,0,0.951420455,0.9137757905017342,0.15601944117411673,0.011059488378893478,0.07088532233974071,0.9162580885316378,0.024102878089468788,0.8636745005555555,0.936496212,0.8644033205657569,0.009276416992831894,0.009314791442300538,0.9403609666211066,0.7157747567733077,1.1117768242301607,0.5762954537521657,1.2512561272513025,0.14692481426579312,0,0.13243895972616881,0
0,1,0,2015-01-08,6,0,0.947689394,0.9170781499057443,0.15601788416711782,0.001636464358081402,0.010488953665904808,0.9230855274367862,0.022967402205132423,0.8636745005555555,0.951420455,0.8632678446814205,0.009276416992831894,0.009314791442300538,0.9460529296419186,0.7190790921425756,1.115077207668913,0.5796011810649593,1.2545551187465294,0.14210921878294885,0,0.12851959257452328,0
0,1,0,2015-01-10,7,0,0.985,0.9156542856572365,0.15601765616802643,0.04001735109223503,0.2564924514001,0.9240957660492267,0.020886882858538285,0.8636745005555555,0.947689394,0.8611873253348263,0.009276416992831894,0.009314791442300538,0.944982648907765,0.7176555172429813,1.1136530540714917,0.5781778099935169,1.2531307613209561,0.14417090177503195,0,0.13019861631256546,0
0,1,0,2015-01-11,8,0,0.873068182,0.9307667565970512,0.15601762278055845,-0.09567329175638795,-0.6132210583092534,0.9487996343601074,0.019941839396280525,0.8636745005555555,0.985,0.8602422818725686,0.009276416992831894,0.009314791442300538,0.968741473756388,0.7327680305541384,1.128765482639964,0.5932903531526259,1.2682431600414765,0.12330344128167092,0,0.11312255323748702,0
0,1,0,2015-01-12,9,0,0.955151515,0.8935120139697671,0.15601761789139004,0.04433643999253789,0.28417585521272487,0.8897377597268452,0.02107731528061689,0.8636745005555555,0.873068182,0.861377757756905,0.009276416992831894,0.009314791442300538,0.9108150750074621,0.6955132941315965,1.0915107338079377,0.5560356211009353,1.2309884068385988,0.17882690157542536,0,0.15822558938760573,0
0,1,0,2015-01-13,10,0,0.951420455,0.7736385042957816,0.15601761717543344,0.15089933419444734,0.9671941984908611,0.9171079182184911,-0.11658679741293845,0.8636745005555555,0.955151515,0.7237136450633497,0.009276416992831894,0.009314791442300538,0.8005211208055527,0.5756397853662166,0.9716372232253466,0.43616211297561114,1.1111148956159522,0.439786016063762,0,0.36952688679045254,0
0,1,0,2015-01-14,11,0,0.891723485,0.9748786014321638,0.15601761707059073,-0.14264180612945987,-0.9142673039604308,1.010262413039991,0.024102878089468788,0.8636745005555555,0.951420455,0.8644033205657569,0.009276416992831894,0.009314791442300538,1.0343652911294599,0.7768798826356524,1.172877320228675,0.6374022103387751,1.3123549925255524,0.07474055314637465,0,0.0723560580420262,0
0,1,0,2015-01-15,12,0,0.884261364,0.9165061500324463,0.15601761705523784,-0.06091156583684487,-0.39041466589814156,0.9222055276317125,0.022967402205132423,0.8636745005555555,0.891723485,0.8632678446814205,0.009276416992831894,0.009314791442300538,0.9451729298368449,0.718507431255419,1.1145048688094734,0.5790297589722668,1.2539825410926257,0.14293476322139986,0,0.12919210251560428,0
0,1,0,2015-01-17,13,0,0.884261364,0.8899840318545988,0.15601761705298958,-0.021228586749860945,-0.13606531846112546,0.8846030678913227,0.020886882858538285,0.8636745005555555,0.884261364,0.8611873253348263,0.009276416992831894,0.009314791442300538,0.9054899507498609,0.6919853130804248,1.087982750628773,0.5525076407992825,1.2274604229099153,0.18479750966850328,0,0.16302497983394268,0
0,1,0,2015-01-21,17,0,0.505128205,0.7895752227512743,0.228409167524612,-0.295366180852804,-1.2931450346491766,0.8714980513378013,-0.07100366548499734,0.8636745005555555,0.884261364,0.7692967769912907,0.009276416992831894,0.009314791442300538,0.800494385852804,0.4997058901695006,1.079444555333048,0.29551113565542436,1.2836393098471244,0.4312217244687885,1,0.3623580326591574,0
0,1,0,2015-01-22,18,0,0.649662222,0.7772923224929236,0.1619965945301768,-0.05362868565268464,-0.3310482285644261,0.6288678286470342,0.07442307900565044,0.8636745005555555,0.505128205,0.9147235214819386,0.009276416992831894,0.009314791442300538,0.7032909076526846,0.5717058075299343,0.9828788374559129,0.42688300899387543,1.1277016359919716,0.43310493537981076,1,0.36393207751510326,0
0,1,0,2015-01-24,19,0,0.578314394,0.637866028904312,0.1568431028885389,0.026557483428977013,0.1693251596013768,0.5942743900954621,-0.04251747952443918,0.8636745005555555,0.649662222,0.7977829629518489,0.009276416992831894,0.009314791442300538,0.5517569105710229,0.4388197031938682,0.8369123546147558,0.298604057567034,0.97712800024159,0.7626780498052067,1,0.6716762511132306,1
0,1,0,2015-01-25,20,0,0.970075758,0.6476468903872301,0.1561375002580006,0.40276249866788727,2.579537254038044,0.6107757823188097,-0.043462522986696936,0.8636745005555555,0.578314394,0.7968379194895912,0.009276416992831894,0.009314791442300538,0.5673132593321127,0.4494960303264304,0.8457977504480299,0.3099111840562451,0.985382596718215,0.7439373172443301,0,0.6516508532444903,1
0,1,0,2015-01-26,21,0,0.910378788,0.7967000739857701,0.15603515122659836,0.1264764279210817,0.8105636898278729,0.8037355455995685,-0.0198331855206502,0.8636745005555555,0.970075758,0.8204672569556379,0.009276416992831894,0.009314791442300538,0.7839023600789183,0.5986791029558901,0.9947210450156502,0.45918575535700795,1.1342143926145323,0.3823586253612372,0,0.3219337346900666,0
0,1,0,2015-01-27,22,0,0.77815,0.8812402409089752,0.156020184255773,-0.11762347044026611,-0.753899061210177,0.8818239554228334,0.01394951501743266,0.8636745005555555,0.910378788,0.8542499574937208,0.009276416992831894,0.009314791442300538,0.8957734704402661,0.6832382641510456,1.0792422176669048,0.543758296824797,1.2187221849931533,0.20012501932882448,0,0.17531920746388005,0
0,1,0,2015-01-28,23,0,0.9456,0.8349862954084242,0.1560179929771702,0.12149531527102819,0.7787263055537854,0.8092101262492813,0.014894558479690434,0.8636745005555555,0.77815,0.8551950009559786,0.009276416992831894,0.009314791442300538,0.8241046847289718,0.636987099556677,1.0329854912601713,0.4975090912043226,1.1724634996125258,0.2929726694768212,0,0.24956521597123082,0
0,1,0,2015-01-29,24,0,0.853666667,0.8826026220018569,0.15601767210177328,-0.04430531488735712,-0.28397625916669184,0.8842128992920031,0.013759082595354069,0.8636745005555555,0.9456,0.8540595250716422,0.009276416992831894,0.009314791442300538,0.8979719818873572,0.6846038333664144,1.0806014106372994,0.5451261118723925,1.2200791321313214,0.1976846363260118,0,0.17336397057935027,0
0,1,0,2015-01-31,25,0,0.971866667,0.9036166660618626,0.1560176251138511,0.06245347560077352,0.4002975660935693,0.8568619434401847,0.05255124795904172,0.8636745005555555,0.853666667,0.8928516904353299,0.009276416992831894,0.009314791442300538,0.9094131913992265,0.7056179370578166,1.1016153950659087,0.5661402575703715,1.241093074553354,0.16240759820432005,0,0.144988070904966,0
0,1,0,2015-02-01,26,0,0.950438596,0.9515609747133654,0.15601761823307106,-0.02041291864410899,-0.1308372661708924,0.895416270849841,0.07543524379426798,0.8636745005555555,0.971866667,0.9157356862705561,0.009276416992831894,0.009314791442300538,0.970851514644109,0.7535622544415745,1.1495596949851563,0.614084581105455,1.2890373683212757,0.09819387569090804,0,0.09227000168638037,0
0,1,0,2015-02-02,27,0,0.504596491,0.9445054877437773,0.1560176172254683,-0.4547890182147152,-2.914985027347767,0.8828147895361109,0.07657071967860435,0.8636745005555555,0.950438596,0.9168711621548924,0.009276416992831894,0.009314791442300538,0.9593855092147152,0.7465067687507141,1.1425042067368405,0.6070290963153782,1.2819818791721764,0.10625572920574439,1,0.09900904924712511,0
