group,wip,uplift
0,0.0,0.0
0,75.0,0.028482110459195076
0,150.0,0.03299734878329097
0,225.0,0.03564945344499057
0,300.0,0.03753418467289793
0,375.0,0.03899737058123939
0,450.0,0.04019353632610628
0,525.0,0.04120526182974957
0,600.0,0.04208190008231452
0,675.0,0.04285531257231062
0,750.0,0.04354726840702122
0,825.0,0.04417330258353622
0,900.0,0.044744890306292334
0,975.0,0.045270748929323784
0,1050.0,0.045757656513613604
0,1125.0,0.046210987556578736
0,1200.0,0.04663507561869884
0,1275.0,0.04703346591106328
0,1350.0,0.047409095630995046
0,1425.0,0.047764425510295
0,1500.0,0.048101537604913674
0,1575.0,0.04842220921642931
0,1650.0,0.04872796961196149
0,1725.0,0.049020144133038485
0,1800.0,0.049299888915364215
0,1875.0,0.04956821852016888
0,1950.0,0.04982602814584161
0,2025.0,0.050074111647489455
0,2100.0,0.050313176279409955
0,2175.0,0.050543854850624015
0,2250.0,0.050766715819782676
0,2325.0,0.050982271734922924
0,2400.0,0.05119098633341182
0,2475.0,0.051393280549477866
0,2550.0,0.05158953762502008
0,2625.0,0.05178010747967057
0,2700.0,0.05196531046532277
0,2775.0,0.05214544060632145
0,2850.0,0.052320768407615986
0,2925.0,0.05249154329821262
0,3000.0,0.05265799576532815
1,0.0,0.0
1,75.0,0.028482110459195076
1,150.0,0.032997348783291
1,225.0,0.035649453444990584
1,300.0,0.037534184672897986
1,375.0,0.03899737058123942
1,450.0,0.04019353632610631
1,525.0,0.04120526182974958
1,600.0,0.04208190008231458
1,675.0,0.04285531257231068
1,750.0,0.043547268407021264
1,825.0,0.044173302583536245
1,900.0,0.044744890306292376
1,975.0,0.0452707489293238
1,1050.0,0.045757656513613645
1,1125.0,0.04621098755657879
1,1200.0,0.04663507561869887
1,1275.0,0.04703346591106332
1,1350.0,0.047409095630995046
1,1425.0,0.04776442551029504
1,1500.0,0.0481015376049137
1,1575.0,0.048422209216429354
1,1650.0,0.04872796961196149
1,1725.0,0.049020144133038526
1,1800.0,0.04929988891536426
1,1875.0,0.049568218520168905
1,1950.0,0.049826028145841625
1,2025.0,0.050074111647489455
1,2100.0,0.05031317627940998
1,2175.0,0.05054385485062403
1,2250.0,0.05076671581978269
1,2325.0,0.05098227173492295
1,2400.0,0.05119098633341186
1,2475.0,0.05139328054947788
1,2550.0,0.05158953762502011
1,2625.0,0.0517801074796706
1,2700.0,0.05196531046532281
1,2775.0,0.05214544060632152
1,2850.0,0.052320768407616014
1,2925.0,0.05249154329821268
1,3000.0,0.05265799576532815
2,0.0,0.0
2,75.0,0.029300383968948004
2,150.0,0.033945342312075605
2,225.0,0.03667364030898715
2,300.0,0.038612518705483406
2,375.0,0.04011774104474011
2,450.0,0.04134827189551096
2,525.0,0.0423890636504055
2,600.0,0.04329088718061126
2,675.0,0.044086519335599636
2,750.0,0.044798354635712676
2,825.0,0.04544237438894873
2,900.0,0.046030383475307884
2,975.0,0.04657134969304222
2,1050.0,0.04707224583265675
2,1125.0,0.04753860079757244
2,1200.0,0.04797487264879524
2,1275.0,0.04838470844914801
2,1350.0,0.048771129779825576
2,1425.0,0.049136668067939634
2,1500.0,0.04948346518562703
2,1575.0,0.04981334949524695
2,1650.0,0.050127894198822354
2,1725.0,0.050428462714128305
2,1800.0,0.05071624439193609
2,1875.0,0.05099228294119584
2,1950.0,0.05125749927879568
2,2025.0,0.05151271006681141
2,2100.0,0.05175864287852147
2,2175.0,0.051995948703160544
2,2250.0,0.05222521233084697
2,2325.0,0.05244696103480752
2,2400.0,0.05266167187529848
2,2475.0,0.0528697778797297
2,2550.0,0.05307167330030424
2,2625.0,0.05326771810962992
2,2700.0,0.05345824186311299
2,2775.0,0.053643547032236755
2,2850.0,0.05382391189339128
2,2925.0,0.053999593041524796
2,3000.0,0.05417082758560991
3,0.0,0.0
3,75.0,0.028914024074481168
3,150.0,0.033497733199265564
3,225.0,0.0361900553902874
3,300.0,0.03810336740330393
3,375.0,0.039588741622318915
3,450.0,0.040803046481985114
3,525.0,0.04183011417807521
3,600.0,0.042720046108350854
3,675.0,0.043505186921117836
3,750.0,0.044207635838727485
3,825.0,0.044843163436906544
3,900.0,0.045423418934480195
3,975.0,0.045957251878772934
3,1050.0,0.046451543115876834
3,1125.0,0.046911748644142784
3,1200.0,0.04734226773981888
3,1275.0,0.04774669937493135
3,1350.0,0.04812802528758646
3,1425.0,0.04848874352506337
3,1500.0,0.04883096771640506
3,1575.0,0.0491565021148707
3,1650.0,0.049466899177971216
3,1725.0,0.049763504345220796
3,1800.0,0.05004749128440723
3,1875.0,0.050319889941955256
3,1950.0,0.05058160909138458
3,2025.0,0.05083345462612483
3,2100.0,0.05107614452554819
3,2175.0,0.05131032119483349
3,2250.0,0.05153656171295616
3,2325.0,0.05175538640042769
3,2400.0,0.051967266026905864
3,2475.0,0.05217262790982673
3,2550.0,0.0523718611027162
3,2625.0,0.05256532083152134
3,2700.0,0.052753332306074305
3,2775.0,0.0529361940094175
3,2850.0,0.0531141805485406
3,2925.0,0.05328754513488697
3,3000.0,0.053456521750869415
4,0.0,0.0
4,75.0,0.028482110459195076
4,150.0,0.03299734878329097
4,225.0,0.03564945344499057
4,300.0,0.03753418467289796
4,375.0,0.03899737058123939
4,450.0,0.04019353632610628
4,525.0,0.04120526182974957
4,600.0,0.04208190008231452
4,675.0,0.04285531257231065
4,750.0,0.04354726840702125
4,825.0,0.04417330258353622
4,900.0,0.04474489030629236
4,975.0,0.045270748929323784
4,1050.0,0.045757656513613604
4,1125.0,0.046210987556578764
4,1200.0,0.04663507561869884
4,1275.0,0.047033465911063305
4,1350.0,0.047409095630995046
4,1425.0,0.047764425510295
4,1500.0,0.048101537604913674
4,1575.0,0.04842220921642931
4,1650.0,0.04872796961196149
4,1725.0,0.049020144133038485
4,1800.0,0.049299888915364215
4,1875.0,0.04956821852016888
4,1950.0,0.04982602814584161
4,2025.0,0.050074111647489455
4,2100.0,0.050313176279409955
4,2175.0,0.050543854850624015
4,2250.0,0.050766715819782676
4,2325.0,0.05098227173492295
4,2400.0,0.05119098633341185
4,2475.0,0.051393280549477866
4,2550.0,0.05158953762502008
4,2625.0,0.05178010747967057
4,2700.0,0.05196531046532277
4,2775.0,0.05214544060632148
4,2850.0,0.052320768407615986
4,2925.0,0.05249154329821262
4,3000.0,0.05265799576532815
5,0.0,0.0
5,75.0,0.028482110459195076
5,150.0,0.03299734878329101
5,225.0,0.03564945344499061
5,300.0,0.03753418467289797
5,375.0,0.03899737058123941
5,450.0,0.040193536326106324
5,525.0,0.04120526182974961
5,600.0,0.04208190008231456
5,675.0,0.042855312572310664
5,750.0,0.043547268407021264
5,825.0,0.04417330258353626
5,900.0,0.044744890306292376
5,975.0,0.0452707489293238
5,1050.0,0.045757656513613645
5,1125.0,0.04621098755657878
5,1200.0,0.04663507561869888
5,1275.0,0.04703346591106332
5,1350.0,0.04740909563099506
5,1425.0,0.04776442551029504
5,1500.0,0.048101537604913716
5,1575.0,0.048422209216429354
5,1650.0,0.048727969611961505
5,1725.0,0.049020144133038526
5,1800.0,0.04929988891536426
5,1875.0,0.04956821852016892
5,1950.0,0.04982602814584165
5,2025.0,0.05007411164748947
5,2100.0,0.050313176279409996
5,2175.0,0.05054385485062403
5,2250.0,0.05076671581978269
5,2325.0,0.05098227173492294
5,2400.0,0.05119098633341186
5,2475.0,0.05139328054947791
5,2550.0,0.051589537625020124
5,2625.0,0.051780107479670615
5,2700.0,0.05196531046532281
5,2775.0,0.052145440606321494
5,2850.0,0.05232076840761603
5,2925.0,0.052491543298212665
5,3000.0,0.05265799576532816
6,0.0,0.0
6,75.0,0.028482110459195076
6,150.0,0.03299734878329097
6,225.0,0.03564945344499057
6,300.0,0.03753418467289793
6,375.0,0.03899737058123939
6,450.0,0.04019353632610628
6,525.0,0.04120526182974957
6,600.0,0.04208190008231452
6,675.0,0.04285531257231062
6,750.0,0.04354726840702122
6,825.0,0.04417330258353622
6,900.0,0.044744890306292334
6,975.0,0.045270748929323784
6,1050.0,0.045757656513613604
6,1125.0,0.046210987556578736
6,1200.0,0.04663507561869884
6,1275.0,0.04703346591106328
6,1350.0,0.047409095630995046
6,1425.0,0.047764425510295
6,1500.0,0.048101537604913674
6,1575.0,0.04842220921642931
6,1650.0,0.04872796961196149
6,1725.0,0.049020144133038485
6,1800.0,0.049299888915364215
6,1875.0,0.04956821852016888
6,1950.0,0.04982602814584161
6,2025.0,0.050074111647489455
6,2100.0,0.050313176279409955
6,2175.0,0.050543854850624015
6,2250.0,0.050766715819782676
6,2325.0,0.050982271734922924
6,2400.0,0.05119098633341182
6,2475.0,0.051393280549477866
6,2550.0,0.05158953762502008
6,2625.0,0.05178010747967057
6,2700.0,0.05196531046532277
6,2775.0,0.05214544060632145
6,2850.0,0.052320768407615986
6,2925.0,0.05249154329821262
6,3000.0,0.05265799576532815
7,0.0,0.0
7,75.0,0.02996896210756217
7,150.0,0.03471990942360831
7,225.0,0.03751046190832086
7,300.0,0.03949358176290527
7,375.0,0.04103315036707261
7,450.0,0.04229175955383345
7,525.0,0.04335630016522453
7,600.0,0.044278701565598225
7,675.0,0.04509248850878893
7,750.0,0.0458205665148151
7,825.0,0.04647928155423943
7,900.0,0.04708070787161037
7,975.0,0.04763401789300577
7,1050.0,0.04814634351453485
7,1125.0,0.04862333979850994
7,1200.0,0.049069566530273875
7,1275.0,0.049488753991575096
7,1350.0,0.04988399271025207
7,1425.0,0.0502578718756911
7,1500.0,0.050612582233412
7,1575.0,0.05094999386546965
7,1650.0,0.051271715871316945
7,1725.0,0.051579142779287726
7,1800.0,0.05187349107883944
7,1875.0,0.05215582829434348
7,1950.0,0.05242709635623165
7,2025.0,0.05268813056123013
7,2100.0,0.05293967508443352
7,2175.0,0.053182395769392765
7,2250.0,0.05341689075000661
7,2325.0,0.0536436993308579
7,2400.0,0.05386330945779601
7,2475.0,0.05407616403907947
7,2550.0,0.05428266632298474
7,2625.0,0.05448318449599886
7,2700.0,0.05467805563334559
7,2775.0,0.05486758910832294
7,2850.0,0.05505206954705044
7,2925.0,0.05523175939947715
7,3000.0,0.055406901184944235
8,0.0,0.0
8,75.0,0.027427172426114088
8,150.0,0.03177517255894821
8,225.0,0.034329046926957096
8,300.0,0.03614397031329661
8,375.0,0.03755296183648568
8,450.0,0.03870482325425795
8,525.0,0.03967907584260025
8,600.0,0.04052324462506718
8,675.0,0.04126801098463956
8,750.0,0.04193433773093361
8,825.0,0.04253718446620333
8,900.0,0.043087601369162176
8,975.0,0.04359398291509095
8,1050.0,0.044062856114955584
8,1125.0,0.04449939640221162
8,1200.0,0.044907776828243845
8,1275.0,0.04529141129441955
8,1350.0,0.045653128208329424
8,1425.0,0.04599529715966727
8,1500.0,0.04631992308790672
8,1575.0,0.04662871746583036
8,1650.0,0.046923152918615735
8,1725.0,0.047204505698971555
8,1800.0,0.047473889120932034
8,1875.0,0.04773228016778064
8,1950.0,0.04798054088099454
8,2025.0,0.04821943571238413
8,2100.0,0.0484496457205246
8,2175.0,0.048671780276064724
8,2250.0,0.048886386782732216
8,2325.0,0.049093958804492716
8,2400.0,0.04929494290252168
8,2475.0,0.04948974442022511
8,2550.0,0.04967873240475154
8,2625.0,0.049862243815193025
8,2700.0,0.050040587138051484
8,2775.0,0.05021404550741604
8,2850.0,0.05038287940910616
8,2925.0,0.05054732903362244
8,3000.0,0.050707616331253286
9,0.0,0.0
9,75.0,0.028482110459195076
9,150.0,0.03299734878329097
9,225.0,0.03564945344499057
9,300.0,0.037534184672897986
9,375.0,0.03899737058123939
9,450.0,0.04019353632610628
9,525.0,0.04120526182974957
9,600.0,0.04208190008231458
9,675.0,0.04285531257231068
9,750.0,0.04354726840702128
9,825.0,0.044173302583536245
9,900.0,0.04474489030629239
9,975.0,0.045270748929323784
9,1050.0,0.04575765651361363
9,1125.0,0.04621098755657879
9,1200.0,0.04663507561869884
9,1275.0,0.04703346591106333
9,1350.0,0.047409095630995046
9,1425.0,0.04776442551029503
9,1500.0,0.0481015376049137
9,1575.0,0.04842220921642934
9,1650.0,0.04872796961196149
9,1725.0,0.04902014413303851
9,1800.0,0.04929988891536424
9,1875.0,0.049568218520168905
9,1950.0,0.04982602814584161
9,2025.0,0.050074111647489455
9,2100.0,0.05031317627940998
9,2175.0,0.050543854850624015
9,2250.0,0.050766715819782676
9,2325.0,0.05098227173492295
9,2400.0,0.05119098633341185
9,2475.0,0.051393280549477866
9,2550.0,0.05158953762502011
9,2625.0,0.0517801074796706
9,2700.0,0.051965310465322795
9,2775.0,0.05214544060632151
9,2850.0,0.052320768407616014
9,2925.0,0.05249154329821268
9,3000.0,0.05265799576532815
10,0.0,0.0
10,75.0,0.028482110459195076
10,150.0,0.03299734878329097
10,225.0,0.03564945344499057
10,300.0,0.037534184672897986
10,375.0,0.03899737058123939
10,450.0,0.04019353632610628
10,525.0,0.04120526182974957
10,600.0,0.04208190008231458
10,675.0,0.04285531257231068
10,750.0,0.04354726840702128
10,825.0,0.044173302583536245
10,900.0,0.04474489030629239
10,975.0,0.045270748929323784
10,1050.0,0.04575765651361363
10,1125.0,0.04621098755657879
10,1200.0,0.04663507561869884
10,1275.0,0.04703346591106333
10,1350.0,0.047409095630995046
10,1425.0,0.04776442551029503
10,1500.0,0.0481015376049137
10,1575.0,0.04842220921642934
10,1650.0,0.04872796961196149
10,1725.0,0.04902014413303851
10,1800.0,0.04929988891536424
10,1875.0,0.049568218520168905
10,1950.0,0.04982602814584161
10,2025.0,0.05007411164748943
10,2100.0,0.050313176279409955
10,2175.0,0.050543854850624015
10,2250.0,0.050766715819782676
10,2325.0,0.050982271734922924
10,2400.0,0.05119098633341185
10,2475.0,0.051393280549477866
10,2550.0,0.05158953762502008
10,2625.0,0.05178010747967057
10,2700.0,0.051965310465322795
10,2775.0,0.05214544060632151
10,2850.0,0.052320768407615986
10,2925.0,0.05249154329821265
10,3000.0,0.05265799576532812
11,0.0,0.0
11,75.0,0.030787235617315098
11,150.0,0.03566790295239293
11,225.0,0.03853464877231742
11,300.0,0.0405719157954907
11,375.0,0.04215352083057333
11,450.0,0.043446495123238116
11,525.0,0.04454010198588046
11,600.0,0.04548768866389491
