Time,Pass/Fail,348,21,59,210,103,431,430,434,298,316,510,163,435,22,436,64,310,175,114,117,446,249,387,437,180,299,294,31,33,164,300,127,295,159,452,165,471,337,122,166,301,102,58,281,160,26,475,56,247,255,527,65,519,28,203,433,121,146,582,278,200,575,573,484,14,488,75,196,393,70,521,511,143,32,133,181,199,453,339,416,197,66,124,270,557,123,577,558,469,551,554,302,280,317,100,130,385,167,408,135,188,359,63,145,344,333,477,480,126,208,90,198,40,460,201,202,205,563,479,43
2008-01-08 02:02:00,-1,0.0439,-5667.5,16.4582,0.1703,-0.0057,21.4787,21.4027,7.0868,0.0397,5.2632,87.7193,0.088,4.5726,2458.25,2.2554,23.5418,0.2901,0.8008,0.0,57.3798,1.2054,0.0,0.0,4.5613,16.9,0.0411,583.7548,3.2719,9.2405,0.092,0.066,0.6002,245.6262,1213.0,4.8093,0.16,7.7593,1.2412,3.478,2.9,0.8288,-0.0302,4.6082,0.0129,528.0,2.012,4.8902,0.9342,0.0165,0.3517,5.5917,32.3378,3.5682,63.5778,33.917,0.0,15.71,0.0407,0.4984,0.0015,19.75,0.1413,0.4772,950.3546,11.4445,339.5683,-0.0933,4.28,0.1228,608.3618,0.0,0.0,0.0056,85.8965,1003.7344,0.413,8.57,4.1149,10.2299,4.7292,18.35,693.5756,15.76,30.9957,2.0804,15.78,21.2281,0.9504,5.2422,1.7,0.7387,0.3919,0.0209,0.1411,-0.0005,0.8088,0.0046,1.0,5.3672,119.0,87.51799999999999,0.0158,19.6637,0.0832,16.6429,5.6916,4.9435,45.8338,2.799,49.6,8999.3699,0.191,74.19,47.4023,4.28,7.577000000000001,7.31,0.6876,3.2464,351.4009
2008-01-08 05:52:00,1,0.0193,-5501.75,9.05,0.0672,-0.0057,28.4629,10.8874,10.5424,0.0574,4.4627,74.7826,0.138,5.2835,2698.25,2.8564,30.95,0.3399,0.9184,0.0,55.5313,1.3927,0.0,0.0,4.4038,13.52,0.0445,270.7513,3.4621,8.7495,0.106,0.0999,0.5619,353.7272,599.0,3.7792,0.212,10.0731,1.4645,3.5660000000000003,3.0,0.8829,0.118,4.6463,0.0096,768.0,2.0062,2.3554,0.9318,0.1343,0.3816,6.2521,39.683,29.547,68.1222,16.146,176.6136,15.81,0.0385,0.501,0.0008,6.73,0.1142,0.3866,0.0,14.1603,208.137,-0.0264,4.49,0.1315,597.3318,0.0,843.2432,0.0025,84.3585,1004.2077,0.599,9.99,6.0621,5.2623,2.027,10.9,685.4901,15.78,23.3475,1.6967,15.84,16.3616,0.9651,3.084,1.22,0.4869,0.364,0.0113,0.1987,0.0,0.7332,0.0221,1.1,3.8286,84.0,80.76100000000001,0.0278,30.5082,0.0366,23.1316,3.8233,6.364,60.9777,2.642,63.059,8999.1098,0.366,78.13,39.6861,4.49,3.71,9.21,0.6493,1.1267,357.7509
2008-01-08 10:20:00,-1,0.0191,-5382.5,18.8309,0.0644,-0.0064,17.4794,18.2815,7.6206,0.0455,5.9995,54.5809,0.094,4.5274,2614.5,4.3579,21.1691,0.3399,0.9184,0.0,57.4063,1.3927,0.0,0.0,2.9479,16.23,0.0423,428.5545,3.4996,8.7495,0.091,0.1367,0.5668,188.7441,984.0,4.4994,0.321,6.2039,1.9212,3.448,2.0,0.6912,0.0014,4.6206,0.01,457.0,2.01,3.0948,0.9323,0.0221,0.4017,6.5628,29.5773,4.7792,67.8444,21.622,375.8376,15.82,0.0335,0.497,0.0007,14.53,0.1238,0.4319,934.2282,9.973,257.7287,0.0157,6.08,0.1324,608.1364,0.0,0.0,0.003,84.3585,1001.7862,0.53,6.65,5.316,6.9519,2.4487,17.83,698.6469,15.83,20.3137,1.5667,15.88,18.4846,0.9208,4.9852,1.2,0.4988,0.4153,0.0109,0.1515,-0.0001,0.7608,0.005,1.2,3.5472,77.0,41.663,0.0229,23.5618,0.0417,25.779,5.4454,3.4336,85.774,2.713,82.81700000000001,9039.1398,0.3779999999999999,78.13,19.72,6.08,6.171,4.92,0.7316,2.3893,360.7145
2008-01-08 10:26:00,-1,0.0125,-5659.25,18.2809,0.0476,-0.0053,17.6323,2.6152,11.4637,0.0684,4.5431,89.9297,0.149,4.9309,2597.5,3.0133,21.7191,0.3533,0.8673,0.0,57.8675,1.3127,0.0,0.0,3.6829,14.84,0.0418,74.5537,3.4124,8.6324,0.099,0.1002,0.5668,217.4849,148.0,4.1117,0.22,5.4215,1.1285,3.448,2.4,0.8818,0.054,4.6686,0.0088,458.0,2.0077,2.7676,0.9269,0.0275,0.2833,4.4711,29.8969,5.8481,65.1667,19.443,156.9303,15.82,0.0291,0.5053,0.0007,9.52,0.0771,0.2294,0.0,15.9505,191.9126,-0.0015,3.3,0.0935,613.58,0.0,0.0,0.003,85.0856,1001.7862,0.5710000000000001,6.03,5.8223,5.7241,2.4487,14.63,702.5207,15.83,23.8239,1.7562,15.88,11.3646,0.9591,4.0792,1.29,0.5564,0.2759,0.0103,0.1845,-0.0002,0.7608,0.0065,0.9,4.2156,90.0,69.533,0.0232,22.6964,0.0339,32.8533,4.449,4.5369,98.6849,2.713,117.761,8733.9801,0.368,76.99,37.0154,3.3,4.26,6.52,0.7121,1.5516,360.9245
2008-01-08 11:28:00,-1,0.0137,-5349.0,19.8,0.052,-0.0074,15.4802,9.1419,8.4153,0.0462,5.3492,53.6913,0.107,2.4921,2655.0,2.7784,20.2,0.2644,0.6378,0.0,59.1295,0.9577,0.0,0.0,6.6534,15.62,0.022,247.8266,3.2257,9.2658,0.049,0.0797,0.5668,204.0147,489.0,4.3512,0.195,6.2822,2.0921,3.448,4.1,1.2833,-0.0109,4.6879,0.0122,411.0,1.9663,4.2,0.9326,0.0457,0.3307,4.9737,28.6955,9.8296,61.6222,29.218000000000004,151.1687,15.82,0.0468,0.5001,0.0007,20.42,0.1316,0.4444,356.5789,17.1168,877.3389,-0.0204,7.02,0.1146,613.01,0.0,0.0,0.003,83.8746,1001.7862,0.29,6.72,2.8738,8.8897,2.4487,16.23,695.6754,15.83,28.1534,1.471,15.88,21.8407,0.9504,4.5705,1.11,0.4874,0.3127,0.0108,0.1011,-0.0002,0.7608,0.0092,1.1,4.1636,92.0,52.543,0.0247,19.4236,0.0415,24.3014,5.2492,7.0096,103.4441,2.713,76.486,8729.22,0.188,73.32,24.4775,7.02,7.653,10.58,0.6012,3.3311,358.9818
2008-01-08 12:29:00,-1,0.0623,-5597.0,11.6818,0.2135,-0.0069999999999999,12.2749,9.791,6.1443,0.0353,4.3109,68.8172,0.079,5.6195,2582.5,1.104,28.3182,0.2663,0.6817,0.0,59.4921,1.0222,0.0,0.0,5.9421,14.41,0.0524,234.3174,3.1813,8.8033,0.111,0.0329,0.5668,151.5355,548.0,4.0625,0.078,4.9918,3.9486,3.448,3.9,1.1533,0.0,4.6531,0.0155,317.0,1.9752,3.8029,0.9329,0.0251,0.3852,6.2495,38.8044,5.3732,65.6333,27.198,192.0728,15.82,0.061,0.5001,0.0015,18.45,0.0463,0.1254,80.5342,17.2065,395.8805,-0.0769,14.93,0.1266,620.7982,0.0,0.0,0.0056,83.9737,1001.7862,0.508,6.23,5.1444,8.02,4.7292,21.2,715.1954,15.83,33.5026,1.4027,15.88,5.0986,0.9311,5.9071,1.14,0.4889,0.45,0.0125,0.1533,0.0,0.7608,0.0053,1.6,5.6668,126.0,47.961000000000006,0.0228,20.44,0.0481,23.6684,6.3197,6.6665,74.6848,2.713,78.005,8654.6899,0.936,14.26,23.592,14.93,20.503,9.14,0.7241,2.972,354.7064
2008-01-08 14:07:00,-1,0.0431,-5440.5,22.4345,0.1816,-0.0054,5.4174,15.3111,8.2854,0.046,4.9353,102.3256,0.108,3.3425,2584.25,2.6949,17.5655,0.2789,0.7153,0.0,60.0459,1.0851,0.0,0.0,3.0727,13.84,0.0288,349.41900000000004,3.4132,8.7599,0.067,0.1016,0.5668,63.1684,833.0,3.8448,0.198,5.24,0.6846,3.448,2.1,0.9554,0.0,4.6188,0.0115,140.0,2.0045,3.055,0.9238,0.0947,0.3406,5.659,25.4333,20.7724,68.3444,21.338,0.0,15.82,0.0371,0.4953,0.002,15.6,0.0895,0.2766,43.2184,10.158,0.0,-0.0989,2.39,0.1147,611.83,0.0,0.0,0.0073,85.794,1001.7862,0.532,5.67,5.291,6.4777,5.9924,17.74,698.4666,15.83,17.6983,1.2588,15.88,13.8172,1.0188,4.9657,1.0,0.3839,0.5411,0.0164,0.1816,0.0,0.7608,0.0151,1.7,3.1435,71.0,36.69,0.0189,16.2955,0.0486,23.3456,5.9098,6.0666,123.5554,2.713,89.133,8923.6199,0.478,79.42,19.7188,2.39,5.405,8.88,0.6603,2.5497,359.97
2008-01-08 15:10:00,-1,0.0111,-5614.25,17.1627,0.0481,-0.0069999999999999,23.6738,10.5802,13.7931,0.0804,4.6734,54.5781,0.177,2.5323,2771.0,2.9104,22.8373,0.3188,0.8667,0.0,57.5716,1.3073,0.0,0.0,2.6354,15.3,0.0232,312.2738,3.3783,9.6272,0.05,0.1101,0.5668,271.4934,594.0,4.2372,0.213,6.3911,1.0663,3.448,1.8,0.6764,0.0,4.6686,0.0118,656.0,1.9745,2.7645,0.9269,0.0489,0.3355,5.3594,28.6681,10.5773,68.3,19.436,257.3764,15.82,0.0409999999999999,0.4969,0.0015,10.41,0.1139,0.4057,436.036,12.655,72.1223,-0.027,3.93,0.1172,616.6455,0.0,562.9630000000001,0.0056,85.324,1001.7862,0.618,7.09,6.3533,5.9001,4.7292,18.78,703.0527,15.83,33.0087,2.9289,15.88,15.93,0.9342,5.2305,2.41,1.0946,0.3046,0.0155,0.1944,0.0,0.7608,0.0073,0.9,5.8608,129.0,32.793,0.0257,15.9563,0.0521,27.508000000000003,5.2908,6.3071,84.3678,2.713,91.178,8664.4001,0.345,65.55,27.7488,3.93,5.047,9.25,0.6294,1.6882,361.0882
2008-01-09 00:01:00,-1,0.0803,-6238.25,1.3791,0.2677,-0.0101,26.6044,8.2074,12.6761,0.0518,5.5712,36.6791,0.126,4.7115,2995.75,2.6529,18.6209,0.3029,0.802,0.0,59.3145,1.2116,0.0,0.0,4.1567,17.35,0.0375,249.0641,4.6494,8.5334,0.089,0.0605,0.5213,337.6264,512.0,4.8059,0.1369999999999999,11.5363,3.0197,3.102,2.9,1.0607,-0.1669,4.5698,0.0214,797.0,1.889,5.5684,0.923,0.4289,0.5451,8.6398,24.6273,100.809,69.7667,40.109,9.7393,16.0,0.0827,0.4959,0.0016,18.1,0.0818,0.2854,421.2885,7.2066,957.8947,0.0412,9.93,0.1862,630.2418,0.0,131.6129,0.0059,85.9922,1011.5203,0.24,14.56,2.5057,11.5541,4.7816,24.29,720.2954,16.04,32.0936,1.9782,16.01,14.0761,0.9799,6.6936,1.62,0.7947,0.3153,0.0207,0.0786,0.0006,0.7975,0.1089,1.0,5.6255,122.0,22.882,0.0129,8.7061,0.0891,23.371,7.6048,9.2809,117.5925,2.747,87.648,7574.11,0.8220000000000001,78.33,18.4484,9.93,10.112,13.1,0.606,4.6316,361.0164
